,Q1A,Q2A,Q3A,Q4A,Q5A,Q6A,Q7A,Q8A,Q9A,Q10A,Q11A,Q12A,Q13A,Q14A,Q15A,Q16A,Q17A,Q18A,Q19A,Q20A,Q21A,Q22A,Q23A,Q24A,Q25A,Q26A,Q27A,Q28A,Q29A,Q30A,Q31A,Q32A,Q33A,Q34A,Q35A,Q36A,Q37A,Q38A,Q39A,Q40A,Q41A,Q42A,gender
15150,2,2,3,1,3,2,4,1,2,2,2,2,1,2,1,2,2,2,2,3,1,1,1,4,2,2,1,1,2,2,2,1,2,2,1,2,2,2,2,4,1,3,2
15151,2,1,3,2,4,2,2,4,3,3,3,3,4,4,1,3,4,3,1,1,4,3,1,3,3,4,3,3,3,3,2,3,4,4,3,2,3,4,4,3,1,2,1
15152,2,1,1,1,4,1,1,2,4,1,2,3,2,4,1,3,2,1,4,2,1,2,1,2,1,2,2,1,1,4,3,1,3,1,2,1,2,1,2,4,1,4,2
15153,3,1,4,3,4,2,2,4,1,4,4,4,4,3,4,4,4,3,3,4,4,3,2,4,4,3,3,3,3,2,4,2,4,4,3,1,4,4,4,2,4,3,3
15154,2,1,1,2,2,3,1,3,3,1,2,2,2,3,3,2,1,2,1,2,1,2,1,1,1,2,2,2,3,3,2,1,2,1,2,2,1,1,3,3,2,2,2
15155,2,2,1,1,1,3,1,2,3,1,2,2,2,3,1,1,2,2,1,2,1,3,1,1,2,2,2,2,3,1,1,1,2,2,1,2,1,1,2,2,1,2,2
15156,3,4,2,2,3,3,4,2,4,4,4,2,4,4,3,2,4,2,4,2,4,2,1,2,4,3,4,2,4,3,3,4,2,4,3,3,3,4,3,4,3,3,2
15157,2,2,4,2,3,3,2,2,2,4,3,3,3,2,2,4,4,3,1,2,4,2,2,4,1,4,3,1,2,2,4,3,3,4,2,1,4,4,3,1,2,4,2
15158,2,1,2,1,1,2,1,1,1,2,2,1,2,2,1,3,2,3,1,1,1,1,1,2,1,3,2,1,1,1,1,1,1,2,1,1,2,2,3,1,1,3,2
15159,3,2,3,2,4,3,1,3,4,4,3,4,4,4,2,4,4,2,1,4,4,2,1,2,2,4,2,3,4,4,3,3,3,4,4,4,4,4,4,4,1,4,1
15160,1,4,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
15161,3,4,3,3,4,3,2,4,2,3,3,3,4,2,2,4,3,3,2,2,3,3,1,3,2,4,3,3,3,2,3,2,3,3,2,2,3,3,2,3,2,4,3
15162,2,1,3,1,2,1,1,2,2,2,1,4,3,1,1,1,3,1,1,1,2,3,1,2,1,3,1,2,3,2,2,2,2,2,1,2,3,2,3,2,1,1,2
15163,1,1,3,1,1,2,1,1,2,2,2,1,4,2,1,3,3,1,1,4,2,2,1,2,2,4,2,3,2,1,1,2,1,3,2,2,2,4,2,3,1,1,2
15164,4,1,2,1,1,2,1,2,2,1,3,2,1,3,2,1,2,2,2,1,1,1,1,2,1,1,4,2,1,1,2,2,1,1,2,1,1,3,2,1,2,1,2
15165,2,2,2,2,2,1,1,1,2,1,1,1,2,4,1,2,1,2,1,1,1,3,2,2,3,1,3,1,2,3,2,2,1,1,2,1,1,1,2,2,1,4,1
15166,4,3,2,4,4,4,4,4,3,4,4,3,4,4,4,4,3,4,1,3,2,4,2,3,4,3,4,4,4,4,4,2,4,4,2,4,4,3,4,4,4,2,2
15167,2,2,2,1,1,1,2,2,1,2,1,2,3,3,2,2,2,1,1,1,4,1,2,2,1,2,1,1,1,1,2,2,1,2,2,1,1,2,2,1,1,1,1
15168,4,3,4,4,4,4,2,4,3,4,4,3,4,4,2,4,3,4,4,4,4,4,3,4,4,3,3,3,4,4,3,4,3,4,3,4,4,4,4,4,3,3,2
15169,2,3,1,2,2,2,1,2,4,1,1,1,1,4,1,2,1,1,2,1,1,2,1,2,1,1,1,2,2,2,2,4,1,1,4,2,1,1,2,2,2,1,2
15170,4,1,2,2,4,1,4,4,4,2,4,4,4,2,1,3,1,4,4,4,2,4,3,4,2,4,2,4,4,4,2,2,4,4,2,4,3,2,4,4,4,3,2
15171,2,1,2,2,2,2,1,1,1,2,1,1,2,2,2,2,2,2,1,1,2,1,1,2,1,2,1,1,1,2,2,2,1,2,2,1,2,2,1,1,1,2,2
15172,2,1,2,3,3,2,1,2,4,3,2,2,3,3,2,3,4,2,2,2,4,2,1,3,3,3,2,3,2,2,3,3,3,4,2,3,2,4,2,3,1,4,2
15173,4,2,4,2,4,3,4,3,3,4,3,3,4,4,2,3,4,3,4,4,3,3,2,3,2,4,3,3,3,3,3,3,4,4,3,4,4,4,3,3,3,3,2
15174,1,1,3,2,2,2,3,3,3,4,2,4,4,1,1,4,4,4,2,1,2,3,1,2,4,4,3,2,2,2,3,1,4,2,1,3,2,2,1,2,2,2,2
15175,4,3,2,4,2,3,3,3,3,2,4,4,1,3,3,1,2,3,3,4,3,3,2,2,4,2,4,4,4,3,2,4,4,2,4,3,1,2,4,3,3,2,3
15176,1,1,2,1,3,1,1,2,2,3,2,1,2,1,1,3,4,1,1,1,4,1,1,3,1,3,1,1,2,1,2,2,1,4,1,1,3,4,1,1,1,3,2
15177,4,3,2,2,4,3,3,3,4,3,3,3,3,2,3,3,4,4,2,3,3,3,2,3,3,3,3,3,3,4,3,4,4,4,2,3,4,4,3,4,3,3,2
15178,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2
15179,3,1,2,2,3,3,2,3,1,2,3,2,3,2,2,3,3,2,1,2,3,3,2,2,1,3,3,2,3,1,3,2,2,3,2,1,2,2,2,1,2,3,2
15180,3,3,1,2,3,4,1,4,1,1,4,4,2,4,2,1,2,4,1,2,1,4,2,2,3,2,4,1,4,3,1,4,3,2,2,2,1,1,4,4,4,3,2
15181,1,1,1,1,3,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,2,1,1,2,2,1,1,1,2,2,1,2,2,2,1,2,1,2,2,1,2,2
15182,1,1,3,1,1,1,1,4,3,2,2,2,3,4,1,4,1,2,2,1,1,2,1,2,3,1,1,1,3,3,4,4,1,2,3,1,2,1,3,3,2,2,2
15183,2,2,1,1,1,2,1,2,2,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,2,1,3,1,1,2,2,1,1,1,1,1,2,2,1,2,1
15184,2,1,3,1,3,2,1,3,2,3,2,3,3,2,1,3,2,4,2,3,3,2,1,3,1,4,2,3,3,1,2,3,2,2,1,2,2,2,4,2,2,3,1
15185,4,1,2,4,1,2,4,4,4,1,3,4,1,4,2,2,1,3,2,4,1,4,1,2,2,3,1,4,4,1,1,2,4,1,1,3,1,1,1,4,4,4,2
15186,3,2,4,2,4,3,2,2,2,4,3,2,3,4,3,4,3,3,2,2,4,2,2,4,2,4,4,2,4,3,4,4,2,3,4,1,4,4,4,2,1,3,2
15187,3,3,2,2,4,3,3,3,4,2,3,3,3,3,1,2,3,3,2,3,3,3,2,3,4,3,3,3,2,2,3,4,3,3,3,3,3,4,3,3,3,4,1
15188,1,1,1,1,1,1,1,1,2,1,1,1,3,2,1,1,1,1,1,3,1,1,1,2,1,1,1,2,2,2,1,2,2,1,2,1,1,1,2,1,1,2,2
15189,2,2,2,2,2,4,3,2,3,3,3,3,4,3,1,2,4,3,2,3,2,2,1,2,1,3,2,2,2,2,2,2,3,4,3,2,3,3,3,3,3,3,1
15190,3,1,1,1,2,3,1,3,2,2,4,3,2,4,1,2,3,4,1,2,1,2,2,2,1,3,3,2,3,1,2,2,3,2,2,1,2,1,3,4,1,3,1
15191,2,4,3,3,3,4,2,3,4,4,3,1,4,2,1,4,4,4,4,4,4,2,1,4,4,4,3,3,3,4,4,4,3,4,1,3,4,4,2,4,2,3,2
15192,4,1,2,2,4,4,1,3,4,4,4,4,4,4,1,3,4,4,4,4,4,2,1,3,2,4,4,4,4,4,2,4,4,4,2,4,4,4,4,4,1,4,2
15193,3,1,1,1,2,3,1,2,3,1,3,2,2,3,2,2,1,2,2,1,1,2,1,1,2,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,1,3,1
15194,3,1,2,1,3,3,2,2,4,3,3,4,2,3,1,2,2,3,4,4,1,3,2,3,2,3,4,2,4,2,3,4,4,2,3,4,1,1,4,4,2,3,2
15195,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,2,1
15196,4,3,2,1,1,4,1,3,2,2,4,3,3,3,1,1,2,1,2,2,2,4,1,1,4,3,3,4,2,2,2,2,2,3,4,1,1,2,2,4,1,1,2
15197,4,1,4,1,2,2,1,1,4,4,1,3,4,1,3,4,4,2,1,1,4,2,2,4,1,4,1,1,2,1,4,1,1,4,1,2,4,4,2,2,3,4,1
15198,4,2,4,4,4,4,2,4,4,4,4,4,4,4,2,4,4,4,3,4,4,4,1,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,2
15199,4,2,2,4,2,3,3,3,2,2,2,2,1,2,3,3,2,2,2,3,3,3,2,3,2,1,2,4,3,3,4,2,4,4,3,4,2,1,4,4,3,2,2
15200,3,2,3,3,3,3,2,3,3,4,2,3,3,4,2,4,4,3,2,3,3,2,2,4,4,4,2,2,4,3,3,3,2,3,3,2,3,4,3,4,2,3,2
15201,2,1,2,2,2,2,2,4,4,2,3,3,2,2,1,2,2,1,2,2,1,4,1,2,4,2,2,2,3,4,3,4,2,3,4,2,2,1,3,4,3,4,2
15202,3,3,3,4,3,4,3,3,3,3,3,3,3,4,3,4,2,4,3,3,2,4,3,3,4,3,3,3,4,3,3,4,3,2,4,3,3,2,3,3,4,4,2
15203,2,3,2,1,2,1,1,2,2,2,4,2,3,4,1,4,2,3,1,3,1,1,2,4,1,3,3,1,2,2,4,2,1,2,1,2,2,1,1,3,1,4,2
15204,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,2
15205,4,4,4,2,3,4,2,3,3,3,4,2,4,3,2,2,4,4,1,3,3,2,2,2,4,4,4,3,2,3,2,2,3,4,2,4,3,4,3,4,2,4,2
15206,2,4,4,1,1,2,1,1,3,3,3,3,3,3,2,4,4,2,4,1,3,2,1,4,3,3,3,3,2,2,4,3,3,4,2,1,2,3,3,1,3,4,1
15207,1,1,3,1,2,3,1,2,1,2,3,3,3,1,1,3,2,3,1,3,2,2,1,1,2,3,3,1,3,1,2,3,3,1,3,2,2,2,3,1,1,1,2
15208,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
15209,3,1,1,1,2,3,1,3,2,1,3,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,2,1,3,1,1,2,1,1,3,1,1,1,3,1,1,2,2
15210,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2
15211,3,1,1,1,2,3,1,2,2,1,3,1,1,2,1,1,1,3,1,1,1,1,1,2,1,1,2,1,3,2,1,3,1,1,3,1,1,1,3,1,1,2,2
15212,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2
15213,2,1,2,1,2,2,1,2,2,1,2,2,1,2,1,2,1,2,1,2,1,3,1,2,1,1,2,1,3,2,2,2,3,2,2,1,1,1,2,2,1,3,2
15214,2,1,3,4,4,2,1,4,2,3,3,2,3,3,1,3,3,3,1,4,4,4,1,4,4,4,4,3,3,1,4,1,3,3,1,4,4,4,4,3,2,3,2
15215,4,3,4,4,4,3,4,3,4,4,3,4,4,2,3,4,4,4,4,4,4,2,3,3,4,3,3,4,3,2,3,4,3,4,3,4,4,4,4,4,4,4,2
15216,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
15217,2,1,2,1,1,1,1,2,3,1,1,1,3,3,1,1,3,2,2,1,1,3,1,2,1,3,3,1,3,1,2,1,3,3,2,2,1,1,3,1,1,1,2
15218,3,4,3,2,3,3,2,4,4,4,4,4,4,4,4,4,3,4,1,3,2,3,1,4,2,3,3,2,4,1,4,3,4,2,2,2,2,2,3,3,2,3,2
15219,3,4,2,4,3,2,2,2,3,2,2,3,3,2,3,2,3,2,3,3,3,3,3,2,3,2,2,2,3,3,2,3,3,2,2,2,3,3,2,4,2,4,2
15220,3,1,3,1,2,2,2,2,2,4,2,2,3,2,1,4,3,2,2,2,4,1,1,3,1,3,2,2,2,3,3,3,1,4,3,1,4,3,2,2,1,3,1
15221,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2
15222,3,1,2,1,3,2,1,2,2,1,3,2,3,1,2,2,1,2,2,1,1,2,1,2,3,2,2,2,1,2,2,3,2,1,3,1,1,2,2,1,1,3,1
15223,3,2,3,1,4,2,1,3,3,2,3,2,2,3,1,3,3,3,2,1,2,3,1,4,1,1,3,1,2,2,3,2,1,2,1,1,1,3,2,3,1,2,1
15224,2,1,3,2,4,2,4,2,3,4,3,3,3,2,2,4,3,2,2,4,3,2,2,3,2,4,2,2,2,2,4,2,2,4,2,3,2,3,2,3,4,4,2
15225,4,1,3,1,3,3,2,2,3,4,3,4,3,4,1,3,4,3,2,2,4,2,1,3,1,3,2,3,3,3,3,2,2,4,2,2,4,4,2,2,1,3,2
15226,2,2,1,1,3,1,1,2,2,1,1,3,2,2,1,1,1,2,1,2,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,1,3,2
15227,3,1,1,3,3,3,3,3,3,2,4,3,2,4,3,3,3,1,2,3,1,4,2,3,2,3,3,3,3,3,2,3,3,2,4,3,2,2,3,4,3,4,2
15228,3,1,1,1,4,2,1,2,3,3,2,3,2,3,1,2,1,1,1,1,1,1,1,1,2,2,3,1,3,2,1,1,3,2,1,1,2,1,2,1,1,4,2
15229,2,1,3,2,4,3,2,3,4,2,3,2,3,4,2,4,3,3,4,2,1,2,2,4,2,2,3,2,2,2,4,4,3,3,3,2,2,1,4,2,4,4,2
15230,4,2,1,1,2,2,1,3,2,1,3,2,3,4,1,1,1,2,1,3,1,2,1,1,1,2,2,1,3,2,2,3,3,1,2,1,1,1,4,2,1,2,2
15231,3,1,3,1,2,2,1,2,1,3,2,2,2,3,1,3,3,1,1,4,2,2,1,2,1,2,3,1,3,1,2,2,2,3,3,3,1,3,2,1,1,2,2
15232,2,1,2,1,1,3,1,1,1,1,2,2,2,4,1,1,1,4,1,1,1,2,1,1,1,1,3,1,4,4,1,2,4,1,1,1,1,1,2,4,1,2,2
15233,4,2,2,3,1,4,4,4,4,4,4,4,4,2,4,3,4,3,2,4,4,4,3,1,1,4,3,4,3,2,2,2,4,4,2,3,4,4,3,3,4,1,2
15234,4,2,1,1,4,3,1,4,3,2,4,3,4,4,2,3,2,4,3,3,2,3,1,4,2,4,4,3,4,4,3,2,3,2,1,4,3,2,3,4,2,4,1
15235,3,3,2,1,4,3,3,2,3,4,3,3,4,3,1,4,3,3,2,3,3,3,1,3,3,3,3,2,2,3,3,3,2,4,3,2,3,4,3,3,1,4,2
15236,3,2,3,1,4,4,2,4,4,4,4,4,4,2,3,4,4,3,2,3,4,3,1,4,3,4,2,4,4,2,4,2,4,4,3,2,4,4,2,3,2,4,2
15237,2,1,2,3,2,2,3,2,2,2,2,2,2,2,2,1,1,2,1,1,1,2,3,1,2,3,2,2,2,1,2,2,2,1,2,1,1,1,3,2,1,2,2
15238,3,3,3,2,3,3,2,3,3,2,3,3,3,3,3,3,2,3,2,3,2,3,2,3,3,3,3,3,3,4,3,4,4,3,3,4,2,2,4,4,2,3,2
15239,1,1,1,1,1,3,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,4,2
15240,4,2,2,4,4,4,3,4,4,3,4,4,4,4,4,4,3,4,4,2,1,4,2,3,3,4,4,4,4,4,3,4,3,2,4,3,2,2,4,4,4,4,2
15241,2,1,1,2,3,1,2,1,2,3,2,3,3,1,1,2,2,3,1,2,2,1,1,1,2,3,4,2,3,3,2,2,2,2,3,1,2,2,2,3,2,3,2
15242,4,1,3,2,4,3,1,4,1,3,4,3,3,3,1,4,3,2,1,1,4,4,1,3,1,4,2,3,3,2,3,2,2,3,3,2,4,4,3,2,1,4,2
15243,4,3,3,1,3,4,3,2,4,2,4,4,4,4,1,3,3,3,1,2,3,3,1,3,1,3,3,2,4,2,3,1,3,3,1,1,4,3,3,3,3,4,1
15244,4,4,2,4,2,2,3,4,4,4,4,2,2,4,4,4,3,4,4,3,3,3,2,4,4,2,4,2,3,4,4,4,2,4,4,3,4,4,2,3,1,4,1
15245,3,3,2,3,2,4,3,2,3,2,4,4,3,2,2,1,2,4,1,2,2,3,2,2,3,2,3,4,2,2,2,3,3,2,2,2,2,2,4,4,4,2,2
15246,4,4,3,3,4,4,3,4,3,3,4,3,4,4,4,4,3,4,3,4,3,4,4,4,4,4,4,4,3,3,4,3,4,4,3,4,3,4,3,4,4,4,2
15247,3,3,3,2,4,3,3,4,3,3,3,3,4,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3,2,1
15248,4,3,2,1,3,2,2,2,3,2,3,1,4,4,2,3,4,2,1,2,3,2,1,1,1,3,3,2,4,1,2,3,2,4,3,3,2,2,3,3,2,4,2
15249,3,4,3,4,4,4,4,4,4,3,3,4,2,4,4,2,3,4,4,3,3,4,3,4,4,3,4,3,4,4,2,3,4,3,2,3,3,3,4,4,4,4,2
15250,4,3,2,4,3,4,4,3,3,3,4,4,3,4,3,2,3,4,2,3,2,3,3,2,4,3,4,4,4,2,2,3,4,3,2,4,2,2,4,3,3,3,2
15251,2,2,1,3,2,3,2,2,1,1,3,1,2,2,2,2,3,2,1,2,2,3,2,2,3,1,3,2,2,2,2,3,2,2,2,2,1,1,1,3,4,2,2
15252,3,2,3,2,3,2,2,3,4,4,2,3,4,3,2,4,4,1,2,2,4,2,1,4,2,4,2,3,2,2,4,1,4,4,2,2,3,4,2,2,2,4,2
15253,2,2,2,2,3,3,2,2,3,1,2,4,2,1,2,1,3,3,4,3,2,2,1,1,2,2,2,2,2,2,2,2,3,3,2,3,2,3,3,3,2,2,1
15254,2,1,2,4,2,2,3,3,4,3,1,4,4,1,1,3,3,2,2,3,2,2,1,2,2,2,2,3,2,3,3,2,4,4,2,2,2,3,1,3,4,4,2
15255,1,4,2,2,3,3,3,4,4,3,3,4,4,2,3,3,4,3,4,4,3,3,2,3,3,4,2,4,3,3,2,3,4,4,3,4,3,3,4,4,4,3,1
15256,1,1,2,1,3,2,1,2,1,3,1,2,2,3,2,1,2,2,1,2,2,2,1,2,1,3,3,1,2,1,3,3,2,3,1,2,2,2,3,1,1,2,2
15257,2,2,3,4,3,2,4,4,4,4,2,4,4,2,2,3,4,3,3,4,4,3,2,3,3,3,2,4,3,2,2,2,3,4,2,4,4,4,2,3,4,4,2
15258,3,4,3,3,3,2,3,3,4,4,3,4,4,3,4,4,4,2,3,4,4,4,3,4,4,4,4,2,3,3,3,3,4,3,3,3,1,4,3,4,3,4,2
15259,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,1
15260,1,1,2,1,3,1,1,2,1,3,3,1,3,2,1,3,3,1,1,1,3,2,1,2,1,3,1,1,2,2,3,1,1,3,1,1,3,3,1,1,1,3,1
15261,1,2,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1
15262,4,2,2,2,3,4,2,3,2,2,3,3,3,4,3,2,4,3,2,3,2,3,2,2,2,2,3,2,4,3,2,4,3,3,2,1,2,2,3,2,2,3,1
15263,3,4,3,3,4,4,1,3,4,3,3,3,4,4,3,1,4,4,4,2,1,3,1,2,3,4,4,4,3,3,3,2,2,4,2,2,2,3,4,3,2,2,2
15264,2,3,2,2,2,2,2,3,2,1,3,2,2,2,2,2,2,2,3,1,2,3,1,2,4,2,2,2,4,1,2,4,2,2,2,2,2,3,2,3,2,2,1
15265,4,2,2,3,4,3,4,3,4,2,4,3,4,4,4,3,4,2,2,4,4,2,2,3,3,4,3,4,4,4,2,4,4,4,3,3,2,4,4,4,4,4,2
15266,4,1,3,3,4,4,3,4,4,3,4,4,4,2,1,3,3,3,1,4,4,3,2,2,4,4,3,4,3,3,3,4,4,3,3,4,3,4,4,4,2,4,3
15267,1,1,3,2,2,3,2,3,3,4,2,3,3,2,2,3,2,2,3,2,2,3,3,2,2,3,2,2,2,3,2,3,3,3,3,2,2,2,2,3,2,2,1
15268,4,2,2,1,3,4,1,3,3,2,2,2,2,1,1,3,4,2,2,1,2,3,1,2,2,3,1,2,2,3,2,2,3,4,1,1,4,3,3,3,1,2,2
15269,3,1,3,2,2,1,1,3,1,1,4,1,3,2,1,2,2,4,1,1,2,4,1,2,2,1,4,1,3,2,1,2,2,3,2,1,1,3,3,2,1,2,2
15270,2,3,1,2,2,2,2,3,3,2,2,2,3,2,2,2,2,2,2,1,2,2,1,3,3,4,4,2,2,3,2,2,2,3,2,2,2,1,3,3,2,3,1
15271,4,1,2,2,3,4,3,3,3,3,3,4,3,2,4,2,2,3,4,4,2,4,1,3,3,3,3,3,3,3,2,1,4,3,2,2,2,2,4,4,1,2,2
15272,4,1,2,3,4,4,2,3,2,2,3,3,4,3,2,3,3,3,1,3,2,3,3,3,4,4,4,2,3,2,2,3,2,4,1,4,1,2,4,3,3,3,2
15273,2,3,1,3,4,1,3,2,4,2,2,3,2,2,2,2,2,2,4,2,1,3,1,3,3,2,3,2,2,3,2,4,2,3,3,1,2,1,3,3,2,3,2
15274,3,3,2,2,4,3,2,3,4,2,4,3,4,3,2,3,1,3,4,4,1,3,1,3,1,4,3,4,4,2,3,3,3,1,3,3,1,1,3,3,2,4,2
15275,3,2,1,3,3,3,3,2,3,1,4,3,2,2,3,2,3,3,3,3,2,1,2,2,3,2,3,3,3,3,1,2,3,2,2,1,1,2,2,3,3,2,1
15276,4,1,1,1,2,3,1,3,2,1,4,1,2,2,3,1,1,2,2,2,1,2,1,1,1,2,4,1,2,1,1,4,2,1,1,2,1,1,3,2,2,2,2
15277,1,1,1,1,2,2,2,2,2,1,1,1,1,2,2,1,1,1,1,1,1,4,1,2,2,1,1,2,2,1,1,2,2,1,2,1,1,1,2,1,2,2,2
15278,1,1,3,1,3,2,1,3,4,3,2,2,3,2,2,3,3,2,2,2,3,2,2,2,2,2,2,2,2,1,3,3,2,3,1,3,3,4,3,3,4,3,1
15279,3,3,2,2,2,2,2,2,2,1,3,4,2,4,2,1,1,1,1,1,1,2,1,2,1,2,2,1,2,1,2,2,2,1,2,2,3,1,2,1,2,3,1
15280,3,3,2,1,3,2,2,2,4,2,4,2,4,4,2,2,4,2,3,2,3,2,1,2,1,3,3,3,3,3,2,3,3,4,2,3,2,3,3,4,2,4,2
15281,3,3,2,2,2,4,3,3,2,3,2,2,3,3,1,4,4,3,2,2,4,2,1,2,2,3,2,2,2,1,2,2,3,4,2,1,4,4,2,2,2,2,2
15282,2,2,1,2,1,2,1,2,2,2,2,2,2,3,2,1,3,2,1,2,2,2,2,2,2,2,4,1,2,3,2,3,1,3,3,2,2,2,2,3,1,2,2
15283,4,2,4,2,3,4,3,3,3,4,4,4,4,4,2,4,4,4,2,3,4,3,2,4,2,4,4,2,4,2,4,4,2,4,3,3,4,4,4,4,3,4,2
15284,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,3,1,2,2,2,2,1,3,2
15285,1,2,4,2,4,1,1,1,2,4,2,1,4,1,3,4,4,2,1,3,4,4,1,2,4,2,1,1,2,1,1,2,3,4,3,4,4,4,1,1,4,4,3
15286,2,1,2,2,2,1,2,3,2,3,2,3,3,3,2,2,3,2,3,2,3,2,1,2,3,3,1,3,2,2,2,2,3,2,3,3,2,3,2,3,2,3,1
15287,2,4,4,3,4,4,4,4,4,4,2,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,3,4,4,4,4,4,2
15288,1,3,3,3,3,1,1,3,3,3,2,2,3,4,2,3,3,2,1,1,4,3,1,2,1,2,3,3,4,2,4,4,3,4,4,3,3,4,3,1,2,4,1
15289,4,3,2,1,2,4,1,4,3,2,4,3,2,4,1,3,2,2,1,3,2,1,1,3,1,3,4,2,2,2,2,4,2,1,3,2,3,2,1,1,4,1,1
15290,4,1,2,1,1,4,1,4,4,2,4,3,4,4,4,1,3,4,4,3,2,2,1,2,1,3,4,1,1,1,1,4,2,2,4,1,2,2,4,4,1,3,2
15291,4,2,3,1,4,2,2,4,2,4,4,2,3,4,1,3,4,3,1,3,4,3,1,2,2,4,3,2,3,2,3,3,2,4,3,2,4,4,3,3,2,4,3
15292,4,3,1,2,2,4,3,4,4,1,4,3,2,4,1,1,2,4,2,3,1,3,1,1,4,2,4,4,4,3,2,4,4,2,4,2,1,1,4,4,3,2,3
15293,4,4,4,3,3,3,2,4,4,4,4,4,4,3,3,4,4,4,2,4,4,4,2,4,2,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,2,4,2
15294,4,1,1,1,1,4,1,2,2,1,2,1,2,3,1,1,1,2,1,3,1,2,1,1,2,1,4,2,3,2,1,3,2,1,4,2,2,1,4,4,1,2,2
15295,3,2,2,2,4,1,3,3,4,2,2,3,3,4,3,2,3,4,3,2,2,1,2,3,1,2,3,4,3,3,4,3,3,2,2,2,2,2,3,4,4,4,3
15296,2,1,1,1,4,1,1,3,3,1,2,3,3,1,1,2,2,2,3,3,2,4,1,1,3,2,2,1,2,2,2,2,4,2,1,2,1,1,3,3,1,4,2
15297,3,4,2,3,4,4,2,2,4,2,4,2,3,3,4,2,4,4,2,2,3,4,1,2,3,2,3,2,3,2,2,2,3,3,2,2,3,3,3,3,1,2,2
15298,4,3,3,2,4,4,3,2,4,4,4,3,4,4,3,4,3,4,4,3,3,3,3,3,1,3,4,3,4,3,3,4,2,3,3,3,4,3,3,4,2,4,1
15299,2,4,3,3,3,3,3,4,3,4,4,3,4,2,4,4,4,2,2,3,4,4,3,3,3,4,3,3,3,2,3,3,3,3,3,2,4,3,3,2,2,4,1
15300,2,1,2,1,3,2,1,3,2,1,2,1,3,1,1,1,3,2,2,3,1,3,1,2,1,3,2,2,2,1,4,1,1,3,1,3,1,1,2,1,1,4,2
15301,3,2,1,1,1,3,1,1,1,1,2,2,2,2,1,1,1,3,1,2,1,1,1,1,2,2,3,1,1,1,1,2,2,1,2,1,1,1,2,1,1,2,2
15302,4,1,3,4,2,4,4,3,2,4,4,2,4,1,4,1,1,4,4,4,4,2,3,2,4,1,4,4,4,3,3,3,4,1,1,4,3,4,2,1,4,2,2
15303,1,3,1,2,1,2,3,2,2,3,2,3,3,2,3,2,3,2,1,2,2,2,2,2,3,4,2,2,1,2,2,2,3,3,2,2,2,2,3,3,3,3,2
